precision_bits,profile,model_id,model_label,model_name,config_file,trace_id,x_value,official_max_context_tokens,is_extrapolated,experiment,execution_mode,logits_mode,include_self_attention,batch,prompt_length,token_budget,ragged_trace_index,prompt_lengths,valid_input_tokens,executed_input_tokens,valid_causal_pair_slots,executed_causal_pair_slots,valid_logit_positions,executed_logit_positions,token_efficiency,causal_pair_efficiency,total_flops,total_compulsory_bytes,total_operand_bytes,flops_per_input_token,compulsory_bytes_per_input_token,operand_bytes_per_input_token,bytes_per_flop,tbps_per_pflops,operand_bytes_per_flop,operand_tbps_per_pflops,cache_bytes_total,cache_bytes_per_request
16,16-bit weight+KV,deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 16-bit weight+KV theoretical deployment,deepseek_r1_mla_16bit.json,token_budget_T16384_B1,1,131072,false,token-budget,varlen,last,True,1,,16384,,[16384],16384,16384,134225920.0,134225920.0,1,1,1.0,1.0,3450277528600576.0,1341583654912.0,10773907505152.0,210588228064.0,81883768.0,657587128.0,0.00038883354854533773,0.38883354854533775,0.0031226205474322727,3.122620547432273,1151336448.0,1151336448.0
16,16-bit weight+KV,deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 16-bit weight+KV theoretical deployment,deepseek_r1_mla_16bit.json,token_budget_T16384_B4,4,131072,false,token-budget,varlen,last,True,4,,16384,,"[4096, 4096, 4096, 4096]",16384,16384,33562624.0,33562624.0,4,4,1.0,1.0,1739992751669248.0,1341583654912.0,3700096368640.0,106200729472.0,81883768.0,225835960.0,0.0007710283009081288,0.7710283009081288,0.002126501024265959,2.1265010242659588,1151336448.0,287834112.0
16,16-bit weight+KV,deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 16-bit weight+KV theoretical deployment,deepseek_r1_mla_16bit.json,token_budget_T16384_B16,16,131072,false,token-budget,varlen,last,True,16,,16384,,"[1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024]",16384,16384,8396800.0,8396800.0,16,16,1.0,1.0,1312442407714816.0,1341583654912.0,1931643584512.0,80105127424.0,81883768.0,117898168.0,0.0010222038293077743,1.0222038293077744,0.0014717930273796301,1.47179302737963,1151336448.0,71958528.0
16,16-bit weight+KV,deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 16-bit weight+KV theoretical deployment,deepseek_r1_mla_16bit.json,token_budget_T16384_B32,32,131072,false,token-budget,varlen,last,True,32,,16384,,"[512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512]",16384,16384,4202496.0,4202496.0,32,32,1.0,1.0,1241209964068864.0,1341583654912.0,1636901453824.0,75757444096.0,81883768.0,99908536.0,0.0010808676160752825,1.0808676160752826,0.00131879496717703,1.31879496717703,1151336448.0,35979264.0
16,16-bit weight+KV,deepseek_v4_pro,DeepSeek-V4-Pro,DeepSeek-V4-Pro 16-bit weight+KV theoretical deployment,deepseek_v4_pro_16bit.json,token_budget_T16384_B1,1,1048576,false,token-budget,varlen,last,True,1,,16384,,[16384],16384,16384,134225920.0,134225920.0,1,1,1.0,1.0,1744117255634944.0,3145530572800.0,3824406134784.0,106452469216.0,191987950.0,233423226.0,0.0018035086589719411,1.8035086589719411,0.0021927459994034227,2.1927459994034226,145752064.0,145752064.0
16,16-bit weight+KV,deepseek_v4_pro,DeepSeek-V4-Pro,DeepSeek-V4-Pro 16-bit weight+KV theoretical deployment,deepseek_v4_pro_16bit.json,token_budget_T16384_B4,4,1048576,false,token-budget,varlen,last,True,4,,16384,,"[4096, 4096, 4096, 4096]",16384,16384,33562624.0,33562624.0,4,4,1.0,1.0,1675470296842240.0,3145530572800.0,3556232232960.0,102262591360.0,191987950.0,217055190.0,0.0018774015741898759,1.877401574189876,0.0021225277700609993,2.1225277700609992,169738240.0,42434560.0
16,16-bit weight+KV,deepseek_v4_pro,DeepSeek-V4-Pro,DeepSeek-V4-Pro 16-bit weight+KV theoretical deployment,deepseek_v4_pro_16bit.json,token_budget_T16384_B16,16,1048576,false,token-budget,varlen,last,True,16,,16384,,"[1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024]",16384,16384,8396800.0,8396800.0,16,16,1.0,1.0,1619764732493824.0,3145530572800.0,3338545496064.0,98862593536.0,191987950.0,203768646.0,0.0019419675646086421,1.941967564608642,0.002061129884538173,2.0611298845381727,265682944.0,16605184.0
16,16-bit weight+KV,deepseek_v4_pro,DeepSeek-V4-Pro,DeepSeek-V4-Pro 16-bit weight+KV theoretical deployment,deepseek_v4_pro_16bit.json,token_budget_T16384_B32,32,1048576,false,token-budget,varlen,last,True,32,,16384,,"[512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512]",16384,16384,4202496.0,4202496.0,32,32,1.0,1.0,1608686795489280.0,3145530572800.0,3295156469760.0,98186449920.0,191987950.0,201120390.0,0.001955340580664921,1.955340580664921,0.0020483517854435937,2.0483517854435935,393609216.0,12300288.0
16,16-bit weight+KV,glm_5_2,GLM-5.2,GLM-5.2 MLA+DSA IndexShare 16-bit weight+KV theoretical deployment,glm_5_2_dsa_16bit.json,token_budget_T16384_B1,1,1048576,false,token-budget,varlen,last,True,1,,16384,,[16384],16384,16384,134225920.0,134225920.0,1,1,1.0,1.0,1654290491547648.0,1486610104320.0,5034926014464.0,100969878634.5,90735480.0,307307496.0,0.0008986390914507542,0.8986390914507542,0.0030435561590840352,3.0435561590840354,1560281088.0,1560281088.0
16,16-bit weight+KV,glm_5_2,GLM-5.2,GLM-5.2 MLA+DSA IndexShare 16-bit weight+KV theoretical deployment,glm_5_2_dsa_16bit.json,token_budget_T16384_B4,4,1048576,false,token-budget,varlen,last,True,4,,16384,,"[4096, 4096, 4096, 4096]",16384,16384,33562624.0,33562624.0,4,4,1.0,1.0,1568533337776128.0,1486610104320.0,3928711102464.0,95735677354.5,90735480.0,239789496.0,0.0009477708050679503,0.9477708050679503,0.002504703602942951,2.504703602942951,1560281088.0,390070272.0
