model_id,model_label,model_name,config_file,batch_size,context_tokens,context_label,official_max_context_tokens,is_extrapolated,active_parameters,parameter_flops_per_token,attention_flops_per_token,index_flops_per_token,state_flops_per_token,extra_flops_per_token,total_flops_per_token,weight_read_bytes_per_token,kv_read_bytes_per_token,kv_write_bytes_per_token,index_read_bytes_per_token,index_write_bytes_per_token,state_read_bytes_per_token,state_write_bytes_per_token,activation_bytes_per_token,other_read_bytes_per_token,total_bytes_per_token,bytes_per_flop,tbps_per_pflops,kv_cache_bytes_per_request,index_cache_bytes_per_request,state_cache_bytes_per_request,total_cache_bytes_per_request,expert_weight_sets_read
deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 16-bit weight+KV theoretical deployment,deepseek_r1_mla_16bit.json,32,128,128,131072,false,36624596992.0,73249193984.0,2174746624.0,0.0,0.0,0.0,75423940608.0,27084224347.18567,8994816.0,70272.0,0.0,0.0,0.0,0.0,0.0,14336.0,27093303771.18567,0.35921358063214165,359.21358063214166,8994816.0,0.0,0.0,8994816.0,"{""routed_ffn_experts"":163.31384595038296}"
deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 16-bit weight+KV theoretical deployment,deepseek_r1_mla_16bit.json,32,256,256,131072,false,36624596992.0,73249193984.0,4349493248.0,0.0,0.0,0.0,77598687232.0,27084224347.18567,17989632.0,70272.0,0.0,0.0,0.0,0.0,0.0,14336.0,27102298587.18567,0.34926233360310344,349.26233360310346,17989632.0,0.0,0.0,17989632.0,"{""routed_ffn_experts"":163.31384595038296}"
deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 16-bit weight+KV theoretical deployment,deepseek_r1_mla_16bit.json,32,512,512,131072,false,36624596992.0,73249193984.0,8698986496.0,0.0,0.0,0.0,81948180480.0,27084224347.18567,35979264.0,70272.0,0.0,0.0,0.0,0.0,0.0,14336.0,27120288219.18567,0.33094436094044277,330.9443609404428,35979264.0,0.0,0.0,35979264.0,"{""routed_ffn_experts"":163.31384595038296}"
deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 16-bit weight+KV theoretical deployment,deepseek_r1_mla_16bit.json,32,1024,1K,131072,false,36624596992.0,73249193984.0,17397972992.0,0.0,0.0,0.0,90647166976.0,27084224347.18567,71958528.0,70272.0,0.0,0.0,0.0,0.0,0.0,14336.0,27156267483.18567,0.299582087219291,299.58208721929105,71958528.0,0.0,0.0,71958528.0,"{""routed_ffn_experts"":163.31384595038296}"
deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 16-bit weight+KV theoretical deployment,deepseek_r1_mla_16bit.json,32,2048,2K,131072,false,36624596992.0,73249193984.0,34795945984.0,0.0,0.0,0.0,108045139968.0,27084224347.18567,143917056.0,70272.0,0.0,0.0,0.0,0.0,0.0,14336.0,27228226011.18567,0.2520078739242683,252.00787392426832,143917056.0,0.0,0.0,143917056.0,"{""routed_ffn_experts"":163.31384595038296}"
deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 16-bit weight+KV theoretical deployment,deepseek_r1_mla_16bit.json,32,4096,4K,131072,false,36624596992.0,73249193984.0,69591891968.0,0.0,0.0,0.0,142841085952.0,27084224347.18567,287834112.0,70272.0,0.0,0.0,0.0,0.0,0.0,14336.0,27372143067.18567,0.19162653997452625,191.62653997452625,287834112.0,0.0,0.0,287834112.0,"{""routed_ffn_experts"":163.31384595038296}"
deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 16-bit weight+KV theoretical deployment,deepseek_r1_mla_16bit.json,32,8192,8K,131072,false,36624596992.0,73249193984.0,139183783936.0,0.0,0.0,0.0,212432977920.0,27084224347.18567,575668224.0,70272.0,0.0,0.0,0.0,0.0,0.0,14336.0,27659977179.18567,0.1302056650997103,130.2056650997103,575668224.0,0.0,0.0,575668224.0,"{""routed_ffn_experts"":163.31384595038296}"
deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 16-bit weight+KV theoretical deployment,deepseek_r1_mla_16bit.json,32,16384,16K,131072,false,36624596992.0,73249193984.0,278367567872.0,0.0,0.0,0.0,351616761856.0,27084224347.18567,1151336448.0,70272.0,0.0,0.0,0.0,0.0,0.0,14336.0,28235645403.18567,0.08030233045246349,80.3023304524635,1151336448.0,0.0,0.0,1151336448.0,"{""routed_ffn_experts"":163.31384595038296}"
deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 16-bit weight+KV theoretical deployment,deepseek_r1_mla_16bit.json,32,32768,32K,131072,false,36624596992.0,73249193984.0,556735135744.0,0.0,0.0,0.0,629984329728.0,27084224347.18567,2302672896.0,70272.0,0.0,0.0,0.0,0.0,0.0,14336.0,29386981851.18567,0.046647163214160736,46.647163214160734,2302672896.0,0.0,0.0,2302672896.0,"{""routed_ffn_experts"":163.31384595038296}"
deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 16-bit weight+KV theoretical deployment,deepseek_r1_mla_16bit.json,32,65536,64K,131072,false,36624596992.0,73249193984.0,1113470271488.0,0.0,0.0,0.0,1186719465472.0,27084224347.18567,4605345792.0,70272.0,0.0,0.0,0.0,0.0,0.0,14336.0,31689654747.18567,0.026703577104114983,26.703577104114984,4605345792.0,0.0,0.0,4605345792.0,"{""routed_ffn_experts"":163.31384595038296}"
