model_id,model_label,model_name,config_file,batch_size,context_tokens,context_label,official_max_context_tokens,is_extrapolated,active_parameters,parameter_flops_per_token,attention_flops_per_token,index_flops_per_token,state_flops_per_token,extra_flops_per_token,total_flops_per_token,weight_read_bytes_per_token,kv_read_bytes_per_token,kv_write_bytes_per_token,index_read_bytes_per_token,index_write_bytes_per_token,state_read_bytes_per_token,state_write_bytes_per_token,activation_bytes_per_token,other_read_bytes_per_token,total_bytes_per_token,bytes_per_flop,tbps_per_pflops,kv_cache_bytes_per_request,index_cache_bytes_per_request,state_cache_bytes_per_request,total_cache_bytes_per_request,expert_weight_sets_read
deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 16-bit weight+KV theoretical deployment,deepseek_r1_mla_16bit.json,1,128,128,131072,false,36624596992.0,73249193984.0,2174746624.0,0.0,0.0,0.0,75423940608.0,73249193984.0,8994816.0,70272.0,0.0,0.0,0.0,0.0,0.0,14336.0,73258273408.0,0.9712867402240941,971.2867402240942,8994816.0,0.0,0.0,8994816.0,"{""routed_ffn_experts"":8.0}"
deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 16-bit weight+KV theoretical deployment,deepseek_r1_mla_16bit.json,1,256,256,131072,false,36624596992.0,73249193984.0,4349493248.0,0.0,0.0,0.0,77598687232.0,73249193984.0,17989632.0,70272.0,0.0,0.0,0.0,0.0,0.0,14336.0,73267268224.0,0.9441818004594565,944.1818004594566,17989632.0,0.0,0.0,17989632.0,"{""routed_ffn_experts"":8.0}"
deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 16-bit weight+KV theoretical deployment,deepseek_r1_mla_16bit.json,1,512,512,131072,false,36624596992.0,73249193984.0,8698986496.0,0.0,0.0,0.0,81948180480.0,73249193984.0,35979264.0,70272.0,0.0,0.0,0.0,0.0,0.0,14336.0,73285257856.0,0.8942877978100533,894.2877978100533,35979264.0,0.0,0.0,35979264.0,"{""routed_ffn_experts"":8.0}"
deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 16-bit weight+KV theoretical deployment,deepseek_r1_mla_16bit.json,1,1024,1K,131072,false,36624596992.0,73249193984.0,17397972992.0,0.0,0.0,0.0,90647166976.0,73249193984.0,71958528.0,70272.0,0.0,0.0,0.0,0.0,0.0,14336.0,73321237120.0,0.8088640777864876,808.8640777864877,71958528.0,0.0,0.0,71958528.0,"{""routed_ffn_experts"":8.0}"
deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 16-bit weight+KV theoretical deployment,deepseek_r1_mla_16bit.json,1,2048,2K,131072,false,36624596992.0,73249193984.0,34795945984.0,0.0,0.0,0.0,108045139968.0,73249193984.0,143917056.0,70272.0,0.0,0.0,0.0,0.0,0.0,14336.0,73393195648.0,0.6792827115568275,679.2827115568275,143917056.0,0.0,0.0,143917056.0,"{""routed_ffn_experts"":8.0}"
deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 16-bit weight+KV theoretical deployment,deepseek_r1_mla_16bit.json,1,4096,4K,131072,false,36624596992.0,73249193984.0,69591891968.0,0.0,0.0,0.0,142841085952.0,73249193984.0,287834112.0,70272.0,0.0,0.0,0.0,0.0,0.0,14336.0,73537112704.0,0.5148176535756053,514.8176535756053,287834112.0,0.0,0.0,287834112.0,"{""routed_ffn_experts"":8.0}"
deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 16-bit weight+KV theoretical deployment,deepseek_r1_mla_16bit.json,1,8192,8K,131072,false,36624596992.0,73249193984.0,139183783936.0,0.0,0.0,0.0,212432977920.0,73249193984.0,575668224.0,70272.0,0.0,0.0,0.0,0.0,0.0,14336.0,73824946816.0,0.34752112190321827,347.5211219032183,575668224.0,0.0,0.0,575668224.0,"{""routed_ffn_experts"":8.0}"
deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 16-bit weight+KV theoretical deployment,deepseek_r1_mla_16bit.json,1,16384,16K,131072,false,36624596992.0,73249193984.0,278367567872.0,0.0,0.0,0.0,351616761856.0,73249193984.0,1151336448.0,70272.0,0.0,0.0,0.0,0.0,0.0,14336.0,74400615040.0,0.21159575740154785,211.59575740154784,1151336448.0,0.0,0.0,1151336448.0,"{""routed_ffn_experts"":8.0}"
deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 16-bit weight+KV theoretical deployment,deepseek_r1_mla_16bit.json,1,32768,32K,131072,false,36624596992.0,73249193984.0,556735135744.0,0.0,0.0,0.0,629984329728.0,73249193984.0,2302672896.0,70272.0,0.0,0.0,0.0,0.0,0.0,14336.0,75551951488.0,0.11992671551151132,119.92671551151132,2302672896.0,0.0,0.0,2302672896.0,"{""routed_ffn_experts"":8.0}"
deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 16-bit weight+KV theoretical deployment,deepseek_r1_mla_16bit.json,1,65536,64K,131072,false,36624596992.0,73249193984.0,1113470271488.0,0.0,0.0,0.0,1186719465472.0,73249193984.0,4605345792.0,70272.0,0.0,0.0,0.0,0.0,0.0,14336.0,77854624384.0,0.06560491055317313,65.60491055317314,4605345792.0,0.0,0.0,4605345792.0,"{""routed_ffn_experts"":8.0}"
