precision_bits,profile,model_id,model_label,model_name,config_file,trace_id,x_value,official_max_context_tokens,is_extrapolated,experiment,execution_mode,logits_mode,include_self_attention,batch,prompt_length,token_budget,ragged_trace_index,prompt_lengths,valid_input_tokens,executed_input_tokens,valid_causal_pair_slots,executed_causal_pair_slots,valid_logit_positions,executed_logit_positions,token_efficiency,causal_pair_efficiency,total_flops,total_compulsory_bytes,total_operand_bytes,flops_per_input_token,compulsory_bytes_per_input_token,operand_bytes_per_input_token,bytes_per_flop,tbps_per_pflops,operand_bytes_per_flop,operand_tbps_per_pflops,cache_bytes_total,cache_bytes_per_request
16,16-bit weight+KV,deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 16-bit weight+KV theoretical deployment,deepseek_r1_mla_16bit.json,equal_B1_L128,128,131072,false,equal,varlen,last,True,1,128,,,[128],128,128,8256.0,8256.0,1,1,1.0,1.0,9280791511040.0,1317736007619.808,1318316173251.808,72506183680.0,10294812559.52975,10299345103.52975,0.14198530438403775,141.98530438403776,0.14204781690048746,142.04781690048745,8994816.0,8994816.0
16,16-bit weight+KV,deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 16-bit weight+KV theoretical deployment,deepseek_r1_mla_16bit.json,equal_B1_L512,512,131072,false,equal,varlen,last,True,1,512,,,[512],512,512,131328.0,131328.0,1,1,1.0,1.0,38787811377152.0,1340240642725.329,1349469323941.329,75757444096.0,2617657505.3229084,2635682273.3229084,0.03455313912129621,34.55313912129621,0.03479106647239796,34.791066472397965,35979264.0,35979264.0
16,16-bit weight+KV,deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 16-bit weight+KV theoretical deployment,deepseek_r1_mla_16bit.json,equal_B1_L2048,2048,131072,false,equal,varlen,last,True,1,2048,,,[2048],2048,2048,2098176.0,2098176.0,1,1,1.0,1.0,181868971950080.0,1340370714624.0,1487813738496.0,88803208960.0,654477888.0,726471552.0,0.007369980157978291,7.369980157978291,0.008180690320855721,8.180690320855721,143917056.0,143917056.0
16,16-bit weight+KV,deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 16-bit weight+KV theoretical deployment,deepseek_r1_mla_16bit.json,equal_B1_L8192,8192,131072,false,equal,varlen,last,True,1,8192,,,[8192],8192,8192,33558528.0,33558528.0,1,1,1.0,1.0,1155042911977472.0,1340890546176.0,3699115425792.0,140996449216.0,163682928.0,451552176.0,0.0011609010646023105,1.1609010646023106,0.0032025783522267506,3.2025783522267504,575668224.0,575668224.0
16,16-bit weight+KV,deepseek_v4_pro,DeepSeek-V4-Pro,DeepSeek-V4-Pro 16-bit weight+KV theoretical deployment,deepseek_v4_pro_16bit.json,equal_B1_L128,128,1048576,false,equal,varlen,last,True,1,128,,,[128],128,128,8256.0,8256.0,1,1,1.0,1.0,12418877227008.0,2731872161607.4863,2732453698375.4863,97022478336.0,21342751262.558487,21347294518.558487,0.21997738697877914,219.97738697877915,0.2200242138180634,220.0242138180634,9071616.0,9071616.0
16,16-bit weight+KV,deepseek_v4_pro,DeepSeek-V4-Pro,DeepSeek-V4-Pro 16-bit weight+KV theoretical deployment,deepseek_v4_pro_16bit.json,equal_B1_L512,512,1048576,false,equal,varlen,last,True,1,512,,,[512],512,512,131328.0,131328.0,1,1,1.0,1.0,50271462359040.0,3143203507099.3047,3147879316379.3047,98186449920.0,6139069349.803329,6148201789.803329,0.06252460858708404,62.524608587084046,0.06261761979186271,62.617619791862715,12300288.0,12300288.0
16,16-bit weight+KV,deepseek_v4_pro,DeepSeek-V4-Pro,DeepSeek-V4-Pro 16-bit weight+KV theoretical deployment,deepseek_v4_pro_16bit.json,equal_B1_L2048,2048,1048576,false,equal,varlen,last,True,1,2048,,,[2048],2048,2048,2098176.0,2098176.0,1,1,1.0,1.0,204855716610048.0,3144309030911.969,3177760030719.969,100027205376.0,1535307143.999985,1551640639.999985,0.01534889571520868,15.34889571520868,0.015512186251404336,15.512186251404335,25214976.0,25214976.0
16,16-bit weight+KV,deepseek_v4_pro,DeepSeek-V4-Pro,DeepSeek-V4-Pro 16-bit weight+KV theoretical deployment,deepseek_v4_pro_16bit.json,equal_B1_L8192,8192,1048576,false,equal,varlen,last,True,1,8192,,,[8192],8192,8192,33558528.0,33558528.0,1,1,1.0,1.0,857490731827200.0,3144832548864.0,3427360866304.0,104674161600.0,383890692.0,418379012.0,0.003667482845164723,3.6674828451647232,0.003996965493726964,3.9969654937269636,76873728.0,76873728.0
16,16-bit weight+KV,glm_5_2,GLM-5.2,GLM-5.2 MLA+DSA IndexShare 16-bit weight+KV theoretical deployment,glm_5_2_dsa_16bit.json,equal_B1_L128,128,1048576,false,equal,varlen,last,True,1,128,,,[128],128,128,8256.0,8256.0,1,1,1.0,1.0,10165637346624.0,1459954582254.4673,1460740817646.4673,79419041770.5,11405895173.863026,11412037637.863026,0.14361663046531137,143.61663046531137,0.1436939729245386,143.6939729245386,12189696.0,12189696.0
16,16-bit weight+KV,glm_5_2,GLM-5.2,GLM-5.2 MLA+DSA IndexShare 16-bit weight+KV theoretical deployment,glm_5_2_dsa_16bit.json,equal_B1_L512,512,1048576,false,equal,varlen,last,True,1,512,,,[512],512,512,131328.0,131328.0,1,1,1.0,1.0,41741721752832.0,1484903420513.4927,1497410048609.4927,81526800298.5,2900201993.1904154,2924629001.1904154,0.03557360257696481,35.57360257696481,0.03587322194029765,35.87322194029765,48758784.0,48758784.0
