model_id,model_label,model_name,config_file,batch_size,context_tokens,context_label,official_max_context_tokens,is_extrapolated,active_parameters,parameter_flops_per_token,attention_flops_per_token,index_flops_per_token,state_flops_per_token,extra_flops_per_token,total_flops_per_token,weight_read_bytes_per_token,kv_read_bytes_per_token,kv_write_bytes_per_token,index_read_bytes_per_token,index_write_bytes_per_token,state_read_bytes_per_token,state_write_bytes_per_token,activation_bytes_per_token,other_read_bytes_per_token,total_bytes_per_token,bytes_per_flop,tbps_per_pflops,kv_cache_bytes_per_request,index_cache_bytes_per_request,state_cache_bytes_per_request,total_cache_bytes_per_request,expert_weight_sets_read
deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 8-bit weight+KV theoretical deployment,deepseek_r1_mla_8bit.json,1,128,128,131072,false,36624596992.0,73249193984.0,2174746624.0,0.0,0.0,0.0,75423940608.0,36624596992.0,4497408.0,35136.0,0.0,0.0,0.0,0.0,0.0,7168.0,36629136704.0,0.48564337011204706,485.6433701120471,4497408.0,0.0,0.0,4497408.0,"{""routed_ffn_experts"":8.0}"
deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 8-bit weight+KV theoretical deployment,deepseek_r1_mla_8bit.json,1,256,256,131072,false,36624596992.0,73249193984.0,4349493248.0,0.0,0.0,0.0,77598687232.0,36624596992.0,8994816.0,35136.0,0.0,0.0,0.0,0.0,0.0,7168.0,36633634112.0,0.47209090022972827,472.0909002297283,8994816.0,0.0,0.0,8994816.0,"{""routed_ffn_experts"":8.0}"
deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 8-bit weight+KV theoretical deployment,deepseek_r1_mla_8bit.json,1,512,512,131072,false,36624596992.0,73249193984.0,8698986496.0,0.0,0.0,0.0,81948180480.0,36624596992.0,17989632.0,35136.0,0.0,0.0,0.0,0.0,0.0,7168.0,36642628928.0,0.44714389890502665,447.1438989050267,17989632.0,0.0,0.0,17989632.0,"{""routed_ffn_experts"":8.0}"
deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 8-bit weight+KV theoretical deployment,deepseek_r1_mla_8bit.json,1,1024,1K,131072,false,36624596992.0,73249193984.0,17397972992.0,0.0,0.0,0.0,90647166976.0,36624596992.0,35979264.0,35136.0,0.0,0.0,0.0,0.0,0.0,7168.0,36660618560.0,0.4044320388932438,404.4320388932438,35979264.0,0.0,0.0,35979264.0,"{""routed_ffn_experts"":8.0}"
deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 8-bit weight+KV theoretical deployment,deepseek_r1_mla_8bit.json,1,2048,2K,131072,false,36624596992.0,73249193984.0,34795945984.0,0.0,0.0,0.0,108045139968.0,36624596992.0,71958528.0,35136.0,0.0,0.0,0.0,0.0,0.0,7168.0,36696597824.0,0.33964135577841376,339.64135577841375,71958528.0,0.0,0.0,71958528.0,"{""routed_ffn_experts"":8.0}"
deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 8-bit weight+KV theoretical deployment,deepseek_r1_mla_8bit.json,1,4096,4K,131072,false,36624596992.0,73249193984.0,69591891968.0,0.0,0.0,0.0,142841085952.0,36624596992.0,143917056.0,35136.0,0.0,0.0,0.0,0.0,0.0,7168.0,36768556352.0,0.25740882678780264,257.40882678780264,143917056.0,0.0,0.0,143917056.0,"{""routed_ffn_experts"":8.0}"
deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 8-bit weight+KV theoretical deployment,deepseek_r1_mla_8bit.json,1,8192,8K,131072,false,36624596992.0,73249193984.0,139183783936.0,0.0,0.0,0.0,212432977920.0,36624596992.0,287834112.0,35136.0,0.0,0.0,0.0,0.0,0.0,7168.0,36912473408.0,0.17376056095160913,173.76056095160914,287834112.0,0.0,0.0,287834112.0,"{""routed_ffn_experts"":8.0}"
deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 8-bit weight+KV theoretical deployment,deepseek_r1_mla_8bit.json,1,16384,16K,131072,false,36624596992.0,73249193984.0,278367567872.0,0.0,0.0,0.0,351616761856.0,36624596992.0,575668224.0,35136.0,0.0,0.0,0.0,0.0,0.0,7168.0,37200307520.0,0.10579787870077392,105.79787870077392,575668224.0,0.0,0.0,575668224.0,"{""routed_ffn_experts"":8.0}"
deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 8-bit weight+KV theoretical deployment,deepseek_r1_mla_8bit.json,1,32768,32K,131072,false,36624596992.0,73249193984.0,556735135744.0,0.0,0.0,0.0,629984329728.0,36624596992.0,1151336448.0,35136.0,0.0,0.0,0.0,0.0,0.0,7168.0,37775975744.0,0.05996335775575566,59.96335775575566,1151336448.0,0.0,0.0,1151336448.0,"{""routed_ffn_experts"":8.0}"
deepseek_r1,DeepSeek-R1,DeepSeek-R1 MLA 8-bit weight+KV theoretical deployment,deepseek_r1_mla_8bit.json,1,65536,64K,131072,false,36624596992.0,73249193984.0,1113470271488.0,0.0,0.0,0.0,1186719465472.0,36624596992.0,2302672896.0,35136.0,0.0,0.0,0.0,0.0,0.0,7168.0,38927312192.0,0.03280245527658657,32.80245527658657,2302672896.0,0.0,0.0,2302672896.0,"{""routed_ffn_experts"":8.0}"
